SEX_clean,EDUCATION_clean,MARRIAGE_clean,age_group,limit_group,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,max_delay,avg_delay,recent_delay,late_payment_count,severe_delay_count,is_ever_late,total_bill,avg_bill,max_bill,bill_std,bill_trend,total_payment,avg_payment,max_payment,payment_std,payment_trend,payment_ratio,credit_utilization,bill_to_limit_ratio,payment_to_limit_ratio,recent_pay_to_bill_ratio,actual_default,predicted_default,default_probability,actual_label,predicted_label
Female,University,Single,31-40,Very High,480000.0,31,0,0,0,0,0,0,241989.0,217460.0,242500.0,185344.0,164256.0,168433.0,9960.0,30902.0,7410.0,6368.0,7323.0,5837.0,0,0.0,0,0,0,0,1219982.0,203330.33333333334,242500.0,35486.72529646356,73556.0,67800.0,11300.0,30902.0,9707.230562833047,4123.0,0.0555745904447315,0.4236048611102286,2.5416291666613717,0.14124999999970572,0.04115889565211163,0,0,0.21034282035508248,Tidak Default,Tidak Default
Female,University,Married,31-40,Low,50000.0,39,0,0,0,0,0,0,48651.0,48939.0,49204.0,46415.0,28453.0,29094.0,2200.0,1739.0,9500.0,1500.0,1210.0,1000.0,0,0.0,0,0,0,0,250756.0,41792.666666666664,49204.0,10135.121956181221,19557.0,17149.0,2858.1666666666665,9500.0,3280.656057356008,1200.0,0.06838919108588273,0.8358533333166163,5.015119999899698,0.3429799999931404,0.04522003658619103,0,0,0.35631050154567534,Tidak Default,Tidak Default
Male,Graduate School,Single,20-30,Very High,470000.0,30,0,0,0,0,0,0,290137.0,294980.0,276255.0,241089.0,223366.0,207733.0,15128.0,12235.0,10123.0,10019.0,10102.0,10000.0,0,0.0,0,0,0,0,1533560.0,255593.33333333334,294980.0,36636.23095607225,82404.0,67607.0,11267.833333333334,15128.0,2081.9747757037467,5128.0,0.044085004825344894,0.5438156028357224,3.2628936170143343,0.14384468085075777,0.05214088516786159,0,0,0.23853991917143275,Tidak Default,Tidak Default
Female,University,Married,41-50,Low,30000.0,44,0,0,0,0,0,0,28467.0,29792.0,29739.0,24950.0,25248.0,25109.0,1814.0,1459.0,1373.0,871.0,890.0,1375.0,0,0.0,0,0,0,0,163305.0,27217.5,29792.0,2367.003231936957,3358.0,7782.0,1297.0,1814.0,361.2528200581969,439.0,0.047653164324131816,0.9072499999697583,5.44349999981855,0.2593999999913533,0.06372290722367221,1,0,0.37827357970694175,Default,Tidak Default
Male,High School,Married,41-50,High,170000.0,48,0,0,0,0,0,0,170845.0,171762.0,170464.0,127364.0,127024.0,125341.0,6800.0,7790.0,4587.0,4675.0,4525.0,4497.0,0,0.0,0,0,0,0,892800.0,148800.0,171762.0,24358.100574552194,45504.0,32874.0,5479.0,7790.0,1442.3787297377899,2303.0,0.036821236559098545,0.87529411764191,5.25176470585146,0.19337647058709778,0.0398021598522649,0,0,0.32454745774002347,Tidak Default,Tidak Default
Male,Graduate School,Married,41-50,High,170000.0,45,0,0,-1,2,-1,2,2610.0,0.0,1565.0,965.0,6265.0,2445.0,0.0,1565.0,0.0,6500.0,0.0,3115.0,2,0.6666666666666666,0,2,2,1,13850.0,2308.3333333333335,6265.0,2165.658483387135,165.0,11180.0,1863.3333333333333,6500.0,2591.1535397707844,-3115.0,0.8072202165482151,0.013578431372469146,0.08147058823481487,0.06576470588196609,0.0,0,0,0.5992301769592057,Tidak Default,Tidak Default
Female,University,Single,20-30,Low,50000.0,25,0,0,0,0,0,0,33703.0,30857.0,28481.0,27634.0,26691.0,26329.0,1800.0,1800.0,1400.0,915.0,1500.0,1500.0,0,0.0,0,0,0,0,173695.0,28949.166666666668,33703.0,2833.802845412268,7374.0,8915.0,1485.8333333333333,1800.0,325.88980755259394,300.0,0.05132559947004044,0.5789833333217537,3.473899999930522,0.178299999996434,0.05340770851101066,0,0,0.34636491669170055,Tidak Default,Tidak Default
Female,University,Married,20-30,Low,30000.0,27,2,2,2,3,3,4,26648.0,27536.0,28203.0,29048.0,29903.0,30431.0,1600.0,1400.0,1600.0,1600.0,1600.0,1000.0,4,2.6666666666666665,2,6,6,1,171769.0,28628.166666666668,30431.0,1438.4938535380215,-3783.0,8800.0,1466.6666666666667,1600.0,242.21202832779932,600.0,0.051231595922132445,0.9542722221904132,5.725633333142479,0.29333333332355555,0.06004202941834126,0,1,0.9040945454464528,Tidak Default,Default
Female,Graduate School,Single,20-30,Low,20000.0,23,-1,-1,-1,-1,-1,-1,1207.0,0.0,174.0,1200.0,1434.0,0.0,0.0,174.0,1200.0,1434.0,0.0,974.0,0,0.0,0,0,0,0,4015.0,669.1666666666666,1434.0,677.7576017033424,1207.0,3782.0,630.3333333333334,1434.0,646.7437411113204,-974.0,0.9419676211850642,0.033458333331660414,0.20074999998996249,0.189099999990545,0.0,0,0,0.44608287909367333,Tidak Default,Tidak Default
Female,University,Single,41-50,Medium,130000.0,42,1,2,2,2,2,2,117391.0,119378.0,121993.0,123503.0,124578.0,127434.0,5400.0,6000.0,5000.0,4600.0,5000.0,5100.0,2,1.8333333333333333,1,6,5,1,734277.0,122379.5,127434.0,3624.5590490430695,-10043.0,31100.0,5183.333333333333,6000.0,475.04385762439523,300.0,0.04235458825478348,0.9413807692235279,5.648284615341168,0.239230769228929,0.0460001192591766,0,1,0.7067289915978392,Tidak Default,Default
Male,University,Married,41-50,High,200000.0,44,-1,-1,-1,-1,-1,-1,4735.0,3668.0,21602.0,3760.0,2925.0,16751.0,3679.0,21666.0,4971.0,2933.0,16759.0,5010.0,0,0.0,0,0,0,0,53441.0,8906.833333333334,21602.0,8121.822441217652,-12016.0,55018.0,9169.666666666666,21666.0,7971.591902917929,-1331.0,1.0295091783269492,0.044534166666444,0.267204999998664,0.27508999999862455,0.7769799364779345,0,0,0.2334516826645256,Tidak Default,Tidak Default
Female,University,Married,31-40,Very High,260000.0,36,0,0,-1,0,-1,0,7258.0,7935.0,4979.0,3976.0,6623.0,24426.0,2037.0,4979.0,1019.0,6623.0,18119.0,1382.0,0,0.0,0,0,0,0,55197.0,9199.5,24426.0,7601.981445649549,-17168.0,34159.0,5693.166666666667,18119.0,6474.218174163322,655.0,0.6188560972404504,0.03538269230755622,0.21229615384533732,0.13138076923026393,0.28065582801313643,0,0,0.22900429819698018,Tidak Default,Tidak Default
Male,Graduate School,Single,31-40,Low,30000.0,38,2,0,0,0,0,0,69707.0,71904.0,62630.0,57406.0,46231.0,73262.0,4000.0,5000.0,8000.0,1460.0,40000.0,10000.0,2,0.3333333333333333,2,1,1,1,381140.0,63523.333333333336,73262.0,10397.687621133204,-3555.0,68460.0,11410.0,40000.0,14324.824606256092,-6000.0,0.17961903762349893,2.117444444373863,12.704666666243178,2.2819999999239333,0.05738304617818322,0,1,0.824462602530934,Tidak Default,Default
Female,University,Married,20-30,Low,30000.0,22,0,0,0,0,0,0,14533.0,16534.0,17213.0,17723.0,17431.0,17882.0,3002.0,2002.0,1553.0,1002.0,2002.0,1000.0,0,0.0,0,0,0,0,101316.0,16886.0,17882.0,1245.5562612744557,-3349.0,10561.0,1760.1666666666667,3002.0,755.6063569522603,2002.0,0.10423822495850371,0.5628666666479044,3.3771999998874267,0.35203333332159886,0.20656437072823475,0,0,0.34642773487517825,Tidak Default,Tidak Default
Female,University,Single,31-40,Low,30000.0,34,2,-1,2,2,2,2,99568.0,32326.0,31840.0,37075.0,37662.0,36904.0,33000.0,33000.0,5810.0,1325.0,0.0,3095.0,2,1.6666666666666667,2,5,5,1,275375.0,45895.833333333336,99568.0,26415.39127415429,62664.0,76230.0,12705.0,33000.0,15840.382571137605,29905.0,0.2768225147516048,1.529861111060116,9.179166666360695,2.5409999999153,0.3314317853092215,0,1,0.8380744880628312,Tidak Default,Default
Female,Graduate School,Single,20-30,Medium,70000.0,25,-1,-1,-1,-1,-2,-1,1288.0,0.0,1999.0,0.0,0.0,842.0,0.0,1999.0,0.0,0.0,842.0,0.0,0,0.0,0,0,0,0,4129.0,688.1666666666666,1999.0,839.3412694885595,446.0,2841.0,473.5,1999.0,819.7257468202399,0.0,0.688060062802601,0.00983095238081194,0.05898571428487164,0.040585714285134494,0.0,0,0,0.4451225681119246,Tidak Default,Tidak Default
Female,University,Single,31-40,Very High,360000.0,36,0,0,0,0,0,0,83412.0,77205.0,16250.0,13600.0,12640.0,0.0,3700.0,1123.0,500.0,640.0,0.0,0.0,0,0.0,0,0,0,0,203107.0,33851.166666666664,83412.0,36473.43406051405,83412.0,5963.0,993.8333333333334,3700.0,1391.725607534282,3700.0,0.02935890934320649,0.0940310185182573,0.5641861111095439,0.016563888888842877,0.04435812592859112,0,0,0.24082162316278677,Tidak Default,Tidak Default
Male,University,Single,20-30,Low,20000.0,23,0,0,2,0,0,0,13987.0,15958.0,16168.0,16268.0,16600.0,0.0,2200.0,900.0,500.0,332.0,2000.0,0.0,2,0.3333333333333333,0,1,1,1,78981.0,13163.5,16600.0,6515.2066352495685,13987.0,5932.0,988.6666666666666,2200.0,910.5441596466734,2200.0,0.075106671223774,0.6581749999670913,3.9490499998025475,0.29659999998517,0.15728891112051985,0,1,0.6463636323750043,Tidak Default,Default
Female,University,Married,20-30,High,150000.0,25,-1,-1,-2,-1,-1,-1,6156.0,0.0,0.0,316.0,316.0,316.0,0.0,0.0,316.0,316.0,316.0,316.0,0,0.0,0,0,0,0,7104.0,1184.0,6156.0,2440.687116367028,5840.0,1264.0,210.66666666666666,316.0,163.1816983202058,-316.0,0.17792792790288176,0.007893333333280711,0.047359999999684266,0.008426666666610488,0.0,0,0,0.40765339713442783,Tidak Default,Tidak Default
Male,University,Single,41-50,Low,50000.0,47,0,0,0,0,0,0,19949.0,19356.0,19849.0,20301.0,17951.0,17254.0,2000.0,2000.0,2000.0,1000.0,1000.0,1000.0,0,0.0,0,0,0,0,114660.0,19110.0,20301.0,1226.1366971100733,2695.0,9000.0,1500.0,2000.0,547.7225575051662,1000.0,0.07849293563510822,0.382199999992356,2.293199999954136,0.1799999999964,0.10025565190735096,0,0,0.2968137620203255,Tidak Default,Tidak Default
Female,Graduate School,Married,31-40,High,240000.0,37,0,0,0,0,0,0,173677.0,176304.0,355496.0,176402.0,174440.0,172806.0,8000.0,9500.0,12448.0,6155.0,6453.0,6390.0,0,0.0,0,0,0,0,1229125.0,204854.16666666666,355496.0,73812.90130706601,871.0,48946.0,8157.666666666667,12448.0,2460.6862999307054,1610.0,0.039821824468593656,0.8535590277742212,5.121354166645328,0.2039416666658169,0.046062518352769435,1,0,0.3181547967554277,Default,Tidak Default
Female,University,Married,31-40,Medium,130000.0,38,0,0,0,0,0,0,127626.0,128136.0,88423.0,90235.0,92154.0,85510.0,5400.0,3100.0,3100.0,3200.0,3000.0,3100.0,0,0.0,0,0,0,0,612084.0,102014.0,128136.0,20156.364582930128,42116.0,20900.0,3483.3333333333335,5400.0,941.0986487434071,2300.0,0.03414564014083991,0.7847230769170407,4.708338461502244,0.1607692307679941,0.042311127826286876,0,0,0.3379018779192732,Tidak Default,Tidak Default
Female,Graduate School,Single,31-40,Very High,450000.0,36,-1,-1,-1,-1,-1,-1,3893.0,522.0,2218.0,99.0,99.0,412.0,600.0,2300.0,0.0,0.0,412.0,3146.0,0,0.0,0,0,0,0,7243.0,1207.1666666666667,3893.0,1535.7926183787533,3481.0,6458.0,1076.3333333333333,3146.0,1324.0920914599055,-2546.0,0.8916194945614221,0.0026825925925866314,0.016095555555519787,0.01435111111107922,0.1541227844453833,1,0,0.3925975354628402,Default,Tidak Default
Female,University,Married,20-30,High,180000.0,30,0,0,0,0,-1,-1,39259.0,41054.0,25590.0,5817.0,13623.0,-2202.0,3000.0,6000.0,1000.0,13623.0,388.0,77001.0,0,0.0,0,0,0,0,123141.0,20523.5,41054.0,17768.15243912546,41461.0,101012.0,16835.333333333332,77001.0,29867.440410364372,-74001.0,0.8202954336831738,0.114019444443811,0.684116666662866,0.56117777777466,0.07641559896899015,0,0,0.22477994741156376,Tidak Default,Tidak Default
Male,University,Single,31-40,High,180000.0,34,0,0,0,0,0,0,167604.0,162774.0,148961.0,78024.0,72989.0,75454.0,6949.0,6502.0,3022.0,3000.0,3022.0,2000.0,0,0.0,0,0,0,0,705806.0,117634.33333333333,167604.0,46598.888298613594,92150.0,24495.0,4082.5,6949.0,2089.437029441184,4949.0,0.034705003924542004,0.6535240740704433,3.92114444442266,0.1360833333325773,0.04146082432375444,0,0,0.333586220719583,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,Medium,130000.0,24,0,0,2,0,-1,-1,16078.0,16055.0,13371.0,4405.0,1292.0,390.0,4176.0,0.0,1000.0,1292.0,390.0,2165.0,2,0.3333333333333333,0,1,1,1,51591.0,8598.5,16078.0,7384.699391309033,15688.0,9023.0,1503.8333333333333,4176.0,1508.540807093619,2011.0,0.17489484599688135,0.06614230769179891,0.39685384615079344,0.0694076923071584,0.2597337977198822,0,0,0.5011453281257442,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,Very High,300000.0,28,0,0,0,-1,-1,-2,9582.0,6803.0,7198.0,6975.0,9356.0,3697.0,1818.0,7217.0,7023.0,9383.0,3714.0,6546.0,0,0.0,0,0,0,0,43611.0,7268.5,9582.0,2134.1674489130414,5885.0,35701.0,5950.166666666667,9383.0,2719.2073416101734,-4728.0,0.8186237416977684,0.024228333333252573,0.14536999999951544,0.11900333333293665,0.18973074512735016,0,0,0.23481214197878675,Tidak Default,Tidak Default
Male,University,Married,20-30,High,150000.0,30,1,2,-1,-1,0,0,40496.0,3880.0,1377.0,4007.0,7742.0,11376.0,1000.0,5000.0,5960.0,5000.0,5000.0,1000.0,2,0.5,1,2,1,1,68878.0,11479.666666666666,40496.0,14639.590522506656,29120.0,22960.0,3826.6666666666665,5960.0,2220.8707001234147,0.0,0.33334301227774704,0.0765311111106009,0.4591866666636054,0.15306666666564622,0.02469379691760436,0,0,0.5382880957731492,Tidak Default,Tidak Default
Male,Graduate School,Married,20-30,Low,50000.0,25,0,0,0,2,0,0,47053.0,5472.0,5891.0,6595.0,8400.0,4041.0,2000.0,1500.0,1000.0,2000.0,1000.0,1000.0,2,0.3333333333333333,0,1,1,1,77452.0,12908.666666666666,47053.0,16788.169223196037,43012.0,8500.0,1416.6666666666667,2000.0,491.59604012508754,1000.0,0.10974539069217393,0.25817333332816983,1.5490399999690192,0.1699999999966,0.04250526002502486,0,0,0.5846643751717464,Tidak Default,Tidak Default
Male,University,Single,20-30,Medium,130000.0,27,0,0,0,-2,-2,-2,21920.0,12390.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,34310.0,5718.333333333333,21920.0,9357.376591046588,21920.0,1400.0,233.33333333333334,1400.0,571.5476066494083,1400.0,0.04080443019408906,0.043987179486841124,0.2639230769210468,0.010769230769147929,0.06386861313577241,0,0,0.3006574803952359,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,Low,50000.0,22,0,0,0,-1,-1,-2,13801.0,9549.0,5385.0,7781.0,0.0,0.0,1372.0,1275.0,7900.0,0.0,0.0,0.0,0,0.0,0,0,0,0,36516.0,6086.0,13801.0,5458.146425298611,13801.0,10547.0,1757.8333333333333,7900.0,3078.2508290694354,1372.0,0.288832292685704,0.1217199999975656,0.7303199999853935,0.2109399999957812,0.09941308600105694,0,0,0.3448354510685765,Tidak Default,Tidak Default
Female,Graduate School,Single,31-40,Very High,300000.0,39,0,0,0,0,0,2,87540.0,89792.0,91558.0,93741.0,99802.0,97711.0,5000.0,4500.0,5000.0,8000.0,0.0,4000.0,2,0.3333333333333333,0,1,1,1,560144.0,93357.33333333333,99802.0,4699.487447229396,-10171.0,26500.0,4416.666666666667,8000.0,2577.143121106522,1000.0,0.04730926333220152,0.3111911111100738,1.8671466666604428,0.08833333333303889,0.05711674662945949,0,0,0.41892223355479663,Tidak Default,Tidak Default
Female,University,Single,20-30,Low,40000.0,23,2,2,2,0,0,0,33313.0,34086.0,33239.0,33938.0,34694.0,35389.0,1600.0,0.0,1250.0,1300.0,1270.0,2800.0,2,1.0,2,3,3,1,204659.0,34109.833333333336,35389.0,824.731087486501,-2076.0,8220.0,1370.0,2800.0,894.8742928478838,-1200.0,0.0401643709778697,0.8527458333120147,5.116474999872088,0.2054999999948625,0.04802929787025998,1,1,0.9012008106927067,Default,Default
Male,University,Married,31-40,Medium,110000.0,32,0,0,0,0,-2,-2,56573.0,26953.0,28190.0,-18.0,-18.0,-18.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,111662.0,18610.333333333332,56573.0,22993.819036138095,56591.0,4000.0,666.6666666666666,2000.0,1032.7955589886444,2000.0,0.03582239257727945,0.16918484848331045,1.0151090908998628,0.036363636363305786,0.03535255333753995,0,0,0.27202230843336916,Tidak Default,Tidak Default
Female,University,Single,31-40,Medium,110000.0,35,0,0,0,0,0,0,125719.0,121523.0,116319.0,116082.0,111141.0,110854.0,4316.0,4120.0,4001.0,4173.0,4103.0,3888.0,0,0.0,0,0,0,0,701638.0,116939.66666666667,125719.0,5828.624732015835,14865.0,24601.0,4100.166666666667,4316.0,146.382262131266,428.0,0.035062240072466055,1.0630878787782145,6.378527272669286,0.2236454545434214,0.0343305307866406,0,0,0.2931406562022355,Tidak Default,Tidak Default
Male,University,Married,31-40,Very High,430000.0,38,-2,-2,-2,-2,-2,-2,18517.0,23565.0,34028.0,28407.0,33608.0,52015.0,23565.0,34028.0,28418.0,33651.0,52015.0,21000.0,0,0.0,0,0,0,0,190140.0,31690.0,52015.0,11598.036351038048,-33498.0,192677.0,32112.833333333332,52015.0,11066.547526969134,2565.0,1.0133428000367448,0.07369767441843326,0.44218604651059956,0.4480860465105858,1.2726143543083321,0,0,0.18161730777288237,Tidak Default,Tidak Default
Male,University,Married,51-60,Low,50000.0,57,0,0,0,0,0,0,46540.0,48520.0,47875.0,48110.0,18576.0,15339.0,2770.0,2100.0,1300.0,700.0,1000.0,1000.0,0,0.0,0,0,0,0,224960.0,37493.333333333336,48520.0,15953.696470306393,31201.0,8870.0,1478.3333333333333,2770.0,793.7358922630793,1770.0,0.03942923186326712,0.7498666666516693,4.499199999910016,0.177399999996452,0.05951869359562702,0,0,0.3790860909394021,Tidak Default,Tidak Default
Male,Graduate School,Single,20-30,Very High,360000.0,28,0,0,0,0,0,0,78398.0,86955.0,127146.0,103273.0,91933.0,108163.0,25126.0,60259.0,27208.0,31262.0,90114.0,30463.0,0,0.0,0,0,0,0,595868.0,99311.33333333333,127146.0,17397.13632373635,-29765.0,264432.0,44072.0,90114.0,25978.957353981703,-5337.0,0.443776138338619,0.2758648148140485,1.6551888888842912,0.7345333333312929,0.3204928697119762,0,0,0.174535593469104,Tidak Default,Tidak Default
Female,University,Single,20-30,Very High,260000.0,28,0,0,0,0,0,0,251560.0,379318.0,226538.0,202887.0,195364.0,181206.0,9139.0,13805.0,7100.0,6952.0,12812.0,6362.0,0,0.0,0,0,0,0,1436873.0,239478.83333333334,379318.0,72868.67115686045,70354.0,56170.0,9361.666666666666,13805.0,3213.0117128119323,2777.0,0.03909183344663092,0.9210724358938933,5.5264346153633594,0.21603846153763062,0.03632930513580725,0,0,0.36814057840193337,Tidak Default,Tidak Default
Male,University,Married,41-50,High,210000.0,41,2,2,2,2,2,2,87705.0,90376.0,90687.0,91888.0,93852.0,95734.0,4800.0,2500.0,3900.0,3400.0,3400.0,3400.0,2,2.0,2,6,6,1,550242.0,91707.0,95734.0,2817.036740974459,-8029.0,21400.0,3566.6666666666665,4800.0,755.4248252914823,1400.0,0.03889197843850725,0.4366999999979205,2.620199999987523,0.10190476190427664,0.05472892081346869,1,1,0.9211731024012033,Default,Default
Female,University,Married,31-40,Low,50000.0,39,0,0,0,0,0,0,32802.0,31002.0,32115.0,31824.0,32498.0,21757.0,1497.0,2000.0,1000.0,1064.0,1059.0,290.0,0,0.0,0,0,0,0,181998.0,30333.0,32802.0,4246.813581969428,11045.0,6910.0,1151.6666666666667,2000.0,569.327556567102,1207.0,0.03796745019155173,0.6066599999878668,3.6399599999272008,0.138199999997236,0.04563746112902758,0,0,0.3480340845019892,Tidak Default,Tidak Default
Female,Graduate School,Single,31-40,Medium,70000.0,34,0,0,0,0,0,0,36467.0,40505.0,43333.0,36959.0,27296.0,23474.0,5000.0,5000.0,1500.0,546.0,1000.0,1746.0,0,0.0,0,0,0,0,208034.0,34672.333333333336,43333.0,7710.89856415364,12993.0,14792.0,2465.3333333333335,5000.0,2006.4606317260916,3254.0,0.07110376188473469,0.4953190476119717,2.97191428567183,0.21131428571126695,0.13711026407060875,0,0,0.24815853979884303,Tidak Default,Tidak Default
Male,High School,Married,51-60,Medium,70000.0,56,0,0,0,0,0,0,42039.0,46330.0,47480.0,49242.0,29993.0,29618.0,5000.0,2238.0,3000.0,3000.0,1500.0,1500.0,0,0.0,0,0,0,0,244702.0,40783.666666666664,49242.0,8829.864747926022,12421.0,16238.0,2706.3333333333335,5000.0,1308.6789776972298,3500.0,0.06635826433757648,0.5826238095154863,3.4957428570929183,0.23197142856811473,0.11893717738007714,0,0,0.27043716261516393,Tidak Default,Tidak Default
Male,University,Single,20-30,Low,50000.0,24,0,0,0,0,0,0,47578.0,33666.0,16177.0,16607.0,17186.0,17749.0,2000.0,2000.0,1000.0,1000.0,1000.0,1000.0,0,0.0,0,0,0,0,148963.0,24827.166666666668,47578.0,13012.377083633362,29829.0,8000.0,1333.3333333333333,2000.0,516.3977794943222,1000.0,0.05370461121181968,0.4965433333234025,2.979259999940415,0.1599999999968,0.04203623523388885,0,0,0.32167733090180894,Tidak Default,Tidak Default
Male,University,Married,41-50,Very High,500000.0,41,0,0,0,0,0,0,171565.0,184782.0,152365.0,139757.0,153348.0,127391.0,20241.0,20154.0,20019.0,20151.0,20037.0,21.0,0,0.0,0,0,0,0,929208.0,154868.0,184782.0,20811.249188840156,44174.0,100623.0,16770.5,20241.0,8205.958170743987,20220.0,0.10828899449842415,0.3097359999993805,1.858415999996283,0.2012459999995975,0.11797860868989608,0,0,0.1976787915325006,Tidak Default,Tidak Default
Female,University,Single,20-30,Medium,80000.0,27,0,0,0,0,-1,0,26144.0,26625.0,3600.0,0.0,68424.0,42601.0,1075.0,1200.0,0.0,68424.0,1264.0,0.0,0,0.0,0,0,0,0,167394.0,27899.0,68424.0,25424.095390003553,-16457.0,71963.0,11993.833333333334,68424.0,27651.129701454633,1075.0,0.42990190807060047,0.3487374999956408,2.092424999973845,0.8995374999887559,0.04111842105105881,0,0,0.2813996771163921,Tidak Default,Tidak Default
Female,High School,Others/Unknown,41-50,Low,10000.0,48,0,0,0,0,0,0,7065.0,8148.0,9199.0,9558.0,9136.0,9392.0,1200.0,1200.0,500.0,500.0,500.0,0.0,0,0.0,0,0,0,0,52498.0,8749.666666666666,9558.0,960.9634054773712,-2327.0,3900.0,650.0,1200.0,467.9743582719036,1200.0,0.07428854432408304,0.8749666665791699,5.2497999994750195,0.389999999961,0.1698513800184216,0,0,0.5201693914454236,Tidak Default,Tidak Default
Male,Graduate School,Married,51-60,High,200000.0,52,-1,-1,-1,-1,-1,-1,1015.0,932.0,1453.0,821.0,1123.0,878.0,934.0,1461.0,823.0,1126.0,880.0,926.0,0,0.0,0,0,0,0,6222.0,1037.0,1453.0,229.73811177077258,137.0,6150.0,1025.0,1461.0,236.73107104898588,8.0,0.988428157989645,0.005184999999974075,0.03110999999984445,0.030749999999846248,0.9201970434283773,0,0,0.3874994630629711,Tidak Default,Tidak Default
Male,High School,Married,41-50,Medium,80000.0,42,-2,-2,-2,-2,-2,-2,390.0,1780.0,120.0,0.0,0.0,0.0,1780.0,360.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2290.0,381.6666666666667,1780.0,701.5530390973063,390.0,2140.0,356.6666666666667,1780.0,712.0018726567132,1780.0,0.9344978161858088,0.004770833333273699,0.02862499999964219,0.026749999999665628,4.564102552399737,0,0,0.42387077227648495,Tidak Default,Tidak Default
Female,University,Married,20-30,Medium,100000.0,26,2,0,0,0,0,0,97361.0,96265.0,49380.0,29152.0,28832.0,29949.0,4732.0,1500.0,1500.0,1500.0,1500.0,1964.0,2,0.3333333333333333,2,1,1,1,330939.0,55156.5,97361.0,33193.75821295323,67412.0,12696.0,2116.0,4732.0,1294.9427786585784,2768.0,0.038363565490805364,0.5515649999944844,3.3093899999669065,0.12695999999873042,0.048602623226460265,1,1,0.8712977641240751,Default,Default
Male,University,Married,31-40,Very High,380000.0,39,-2,-2,-2,-2,-2,-2,3074.0,-18618.0,-9415.0,-9415.0,-9415.0,-9415.0,9203.0,0.0,0.0,0.0,0.0,8000.0,0,0.0,0,0,0,0,-53204.0,-8867.333333333334,3074.0,6911.883930352612,12489.0,17203.0,2867.1666666666665,9203.0,4458.056545925216,1203.0,0.3233403503435204,-0.023335087719236838,-0.14001052631542102,0.045271052631459814,2.9938191271978467,0,0,0.2737124294829635,Tidak Default,Tidak Default
Female,University,Married,41-50,Low,50000.0,50,0,0,0,0,0,0,49068.0,47947.0,49293.0,41941.0,39643.0,39273.0,1848.0,2194.0,1842.0,1544.0,1396.0,1420.0,0,0.0,0,0,0,0,267165.0,44527.5,49293.0,4757.671773041936,9795.0,10244.0,1707.3333333333333,2194.0,310.1397534445829,428.0,0.03834334587225743,0.890549999982189,5.343299999893134,0.2048799999959024,0.03766202005303534,0,0,0.3688974777635165,Tidak Default,Tidak Default
Male,University,Married,31-40,High,180000.0,40,0,0,0,0,0,0,126937.0,109884.0,49475.0,50840.0,50090.0,48345.0,5000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,0.0,0,0,0,0,435571.0,72595.16666666667,126937.0,35905.08163152768,78592.0,15000.0,2500.0,5000.0,1224.744871391589,3000.0,0.034437554382558896,0.4033064814792409,2.419838888875445,0.08333333333287037,0.039389618471845175,1,0,0.22586429984186765,Default,Tidak Default
Male,University,Married,31-40,Low,50000.0,32,0,0,0,-1,2,0,50564.0,49710.0,0.0,50551.0,40590.0,39384.0,2686.0,0.0,50551.0,0.0,1600.0,1500.0,2,0.3333333333333333,0,1,1,1,230799.0,38466.5,50564.0,19513.1935853668,11180.0,56337.0,9389.5,50551.0,20191.3443608889,1186.0,0.24409551167793578,0.7693299999846134,4.6159799999076805,1.1267399999774652,0.053120797404218004,0,0,0.5134155081446499,Tidak Default,Tidak Default
Male,University,Married,41-50,High,200000.0,45,-1,0,-1,-1,0,-1,98974.0,36829.0,31707.0,44433.0,4155.0,2114.0,10000.0,31727.0,44626.0,18.0,2124.0,9844.0,0,0.0,0,0,0,0,218212.0,36368.666666666664,98974.0,35263.3146069207,96860.0,98339.0,16389.833333333332,44626.0,17819.86880329557,156.0,0.45065807563080557,0.18184333333242408,1.0910599999945447,0.4916949999975415,0.10103663588315077,0,0,0.21320635054313908,Tidak Default,Tidak Default
Female,University,Married,31-40,High,200000.0,39,1,-2,-1,-1,-1,-2,0.0,0.0,12888.0,2075.0,0.0,0.0,0.0,12888.0,2075.0,0.0,0.0,5051.0,1,0.16666666666666666,1,1,0,1,14963.0,2493.8333333333335,12888.0,5159.281749106814,0.0,20014.0,3335.6666666666665,12888.0,5082.494217081478,-5051.0,1.3375659960343804,0.01246916666660432,0.07481499999962592,0.10006999999949964,0.0,0,0,0.4180798630374448,Tidak Default,Tidak Default
